# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.001   Z = 0.0149205   Y = 0.26948852   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP    G_RVS
#========================================================================================================================================================================================================
   7.4530972856   7.4530972856   3.46451  4.32236   -1.8816  -2.0033  -1.6498  -1.6243
   7.4889660528   7.4889660528   3.47328  4.32326   -1.8985  -2.0205  -1.6663  -1.6406
   7.5248348201   7.5248348201   3.48197  4.32415   -1.9153  -2.0376  -1.6826  -1.6568
   7.5607035873   7.5607035873   3.49060  4.32502   -1.9321  -2.0546  -1.6989  -1.6729
   7.5965723546   7.5965723546   3.49921  4.32587   -1.9489  -2.0716  -1.7153  -1.6891
   7.6324411218   7.6324411218   3.50781  4.32672   -1.9658  -2.0887  -1.7317  -1.7053
   7.6683098891   7.6683098891   3.51640  4.32756   -1.9826  -2.1058  -1.7481  -1.7216
   7.7041786563   7.7041786563   3.52498  4.32839   -1.9995  -2.1229  -1.7645  -1.7379
   7.7400474236   7.7400474236   3.53354  4.32920   -2.0165  -2.1401  -1.7811  -1.7543
   7.7759161908   7.7759161908   3.54209  4.33001   -2.0335  -2.1573  -1.7976  -1.7707
   7.8117849581   7.8117849581   3.55063  4.33080   -2.0505  -2.1746  -1.8142  -1.7871
   7.8476537253   7.8476537253   3.55916  4.33158   -2.0676  -2.1919  -1.8309  -1.8036
   7.8835224926   7.8835224926   3.56768  4.33235   -2.0847  -2.2092  -1.8476  -1.8202
   7.9193912598   7.9193912598   3.57619  4.33310   -2.1019  -2.2266  -1.8644  -1.8368
   7.9552600271   7.9552600271   3.58469  4.33385   -2.1191  -2.2440  -1.8812  -1.8535
   7.9911287943   7.9911287943   3.59318  4.33458   -2.1364  -2.2615  -1.8981  -1.8703
   8.0269975615   8.0269975615   3.60156  4.33529   -2.1535  -2.2788  -1.9148  -1.8869
   8.0628663288   8.0628663288   3.60989  4.33598   -2.1707  -2.2961  -1.9316  -1.9036
   8.0987350960   8.0987350960   3.61822  4.33665   -2.1879  -2.3135  -1.9485  -1.9203
   8.1346038633   8.1346038633   3.62654  4.33732   -2.2051  -2.3310  -1.9654  -1.9371
   8.1704726305   8.1704726305   3.63485  4.33797   -2.2225  -2.3485  -1.9823  -1.9539
   8.2063413978   8.2063413978   3.64315  4.33861   -2.2398  -2.3660  -1.9994  -1.9708
   8.2422101650   8.2422101650   3.65145  4.33923   -2.2573  -2.3836  -2.0165  -1.9878
   8.2780789323   8.2780789323   3.65975  4.33984   -2.2748  -2.4013  -2.0337  -2.0049
   8.3139476995   8.3139476995   3.66803  4.34044   -2.2924  -2.4191  -2.0509  -2.0221
   8.3498164668   8.3498164668   3.67632  4.34102   -2.3101  -2.4369  -2.0683  -2.0393
   8.3856852340   8.3856852340   3.68459  4.34159   -2.3278  -2.4548  -2.0858  -2.0567
   8.4215540013   8.4215540013   3.69287  4.34214   -2.3456  -2.4728  -2.1033  -2.0741
   8.4574227685   8.4574227685   3.70114  4.34268   -2.3635  -2.4908  -2.1209  -2.0916
   8.4932915358   8.4932915358   3.70942  4.34320   -2.3815  -2.5090  -2.1386  -2.1093
   8.5291603030   8.5291603030   3.71758  4.34371   -2.3994  -2.5270  -2.1562  -2.1268
   8.5650290702   8.5650290702   3.72572  4.34419   -2.4173  -2.5450  -2.1738  -2.1443
   8.6008978375   8.6008978375   3.73386  4.34466   -2.4352  -2.5631  -2.1916  -2.1620
   8.6367666047   8.6367666047   3.74200  4.34511   -2.4533  -2.5813  -2.2094  -2.1797
   8.6726353720   8.6726353720   3.75013  4.34555   -2.4715  -2.5996  -2.2273  -2.1976
